supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand,is_truncated,original_name,supermarket_brand,tier_type,tier_keyword,known_brand,pack_quantity,pack_pattern,unit_value,unit_type,abv_percentage,unit_inferred,attributes_types,attributes_keywords,descriptors,core_product_name,normalized_name,product_idx,known_brand_clean,product_type,has_unit,has_pack,cat_norm,cluster_size,cluster_id,match_type,avg_pairwise_score
ASDA,9.5,126.64,l,19 Crimes Red Wine,20240413,drinks,False,False,19 Crimes Red Wine,,,,,19.0,leading_count,750.0,ml,,True,,,,Crimes Red Wine,crimes red wine,13340,,unbranded,True,True,drinks,4,7497,unbranded,0.0
Morrisons,9.0,11.97,l,19 Crimes The Uprising Red Wine,20240413,drinks,False,False,19 Crimes The Uprising Red Wine,,,,,19.0,leading_count,750.0,ml,,True,,,,Crimes The Uprising Red Wine,crimes the uprising red wine,24407,,unbranded,True,True,drinks,4,7497,unbranded,0.0
Sains,8.0,10.64,l,19 Crimes Red Wine 75cl,20240413,drinks,False,False,19 Crimes Red Wine 75cl,,,,,19.0,leading_count,750.0,ml,,False,,,,Crimes Red Wine,crimes red wine,38710,,unbranded,True,True,drinks,4,7497,unbranded,0.0
Tesco,9.5,12.64,l,19 Crimes Red Wine 75Cl,20240413,drinks,False,False,19 Crimes Red Wine 75Cl,,,,,19.0,leading_count,750.0,ml,,False,,,,Crimes Red Wine,crimes red wine,62143,,unbranded,True,True,drinks,4,7497,unbranded,0.0
ASDA,7.25,96.64,l,Burdizzo Chianti Riserva,20240413,drinks,False,False,Burdizzo Chianti Riserva,,,,,,,750.0,ml,,True,,,,Burdizzo Chianti Riserva,burdizzo chianti riserva,13367,,unbranded,True,False,drinks,4,7520,unbranded,0.0
Morrisons,10.5,13.96,l,Piccini Collezione Oro Chianti Riserva,20240413,drinks,False,False,Piccini Collezione Oro Chianti Riserva,,,,,,,750.0,ml,,True,,,,Piccini Collezione Oro Chianti Riserva,piccini collezione oro chianti riserva,25621,,unbranded,True,False,drinks,4,7520,unbranded,0.0
Sains,7.25,9.64,l,Piccini Chianti Riserva 75cl,20240413,drinks,False,False,Piccini Chianti Riserva 75cl,,,,,,,750.0,ml,,False,,,,Piccini Chianti Riserva,piccini chianti riserva,39551,,unbranded,True,False,drinks,4,7520,unbranded,0.0
Tesco,7.5,9.98,l,Piccini Chianti Riserva 75Cl,20240413,drinks,False,False,Piccini Chianti Riserva 75Cl,,,,,,,750.0,ml,,False,,,,Piccini Chianti Riserva,piccini chianti riserva,61907,,unbranded,True,False,drinks,4,7520,unbranded,0.0
ASDA,1.45,7.25,kg,Grace Chicken Vienna Sausage,20240413,food_cupboard,False,False,Grace Chicken Vienna Sausage,,,,Grace,,,200.0,g,,True,,,{'cut_meat': ['sausage']},Chicken Vienna Sausage,grace chicken vienna sausage,13734,Grace,branded,True,False,food_cupboard,3,7683,branded,0.0
Morrisons,1.59,13.3,kg,Grace Halal Chicken Vienna Sausages (200g),20240413,food_cupboard,False,False,Grace Halal Chicken Vienna Sausages (200g),,,,Grace,,,200.0,g,,False,diet,halal,,Chicken Vienna Sausages,grace chicken vienna sausages,23624,Grace,branded,True,False,food_cupboard,3,7683,branded,0.0
Sains,1.45,7.3,kg,Grace Chicken Vienna Sausages 200g (120g*),20240413,food_cupboard,False,False,Grace Chicken Vienna Sausages 200g (120g*),,,,Grace,,,200.0,g,,False,,,,Chicken Vienna Sausages,grace chicken vienna sausages,36510,Grace,branded,True,False,food_cupboard,3,7683,branded,0.0
ASDA,0.95,9.5,kg,Dunn's River Fish Seasoning,20240413,food_cupboard,False,False,Dunn's River Fish Seasoning,,,,,,,100.0,g,,True,,,,Dunn's River Fish Seasoning,dunns river fish seasoning,13927,,unbranded,True,False,food_cupboard,3,7777,unbranded,0.0
Sains,0.95,10.0,kg,Dunn's River Caribbean Seasoning 100g,20240413,food_cupboard,False,False,Dunn's River Caribbean Seasoning 100g,,,,,,,100.0,g,,False,,,,Dunn's River Caribbean Seasoning,dunns river caribbean seasoning,35207,,unbranded,True,False,food_cupboard,3,7777,unbranded,0.0
Tesco,0.95,10.0,kg,Dunns River Caribbean Fish Seasoning 100G,20240413,food_cupboard,False,False,Dunns River Caribbean Fish Seasoning 100G,,,,,,,100.0,g,,False,,,,Dunns River Caribbean Fish Seasoning,dunns river caribbean fish seasoning,49449,,unbranded,True,False,food_cupboard,3,7777,unbranded,0.0
ASDA,1.4,28.0,kg,Meiji Hello Panda Biscuits with Chocolate Flavoured Filling,20240413,food_cupboard,False,False,Meiji Hello Panda Biscuits with Chocolate Flavoured Filling,,,,,,,50.0,g,,True,,,,Meiji Hello Panda Biscuits with Chocolate Flavoured Filling,meiji hello panda biscuits with chocolate flavored filling,14173,,unbranded,True,False,food_cupboard,3,7866,unbranded,0.0
Morrisons,1.05,21.0,kg,Hello Panda Chocolate Biscuits,20240413,food_cupboard,False,False,Hello Panda Chocolate Biscuits,,,,,,,50.0,g,,True,,,,Hello Panda Chocolate Biscuits,hello panda chocolate biscuits,18125,,unbranded,True,False,food_cupboard,3,7866,unbranded,0.0
Tesco,1.2,24.0,kg,Hello Panda Chocolate Biscuits 50G,20240329,food_cupboard,False,False,Hello Panda Chocolate Biscuits 50G,,,,,,,50.0,g,,False,,,,Hello Panda Chocolate Biscuits,hello panda chocolate biscuits,63758,,unbranded,True,False,food_cupboard,3,7866,unbranded,0.0
ASDA,3.25,6.5,kg,Ramona's Jalapeño Heavenly Houmous 500g,20240413,fresh_food,False,False,Ramona's Jalapeño Heavenly Houmous 500g,,,,,,,500.0,g,,False,,,,Ramona's Jalapeño Heavenly Houmous,ramonas jalapeno heavenly houmous,14263,,unbranded,True,False,fresh_food,4,7906,unbranded,0.0
Morrisons,3.25,6.5,kg,Ramona's Jalapeno Houmous,20240413,fresh_food,False,False,Ramona's Jalapeno Houmous,,,,,,,500.0,g,,True,,,,Ramona's Jalapeno Houmous,ramonas jalapeno houmous,19903,,unbranded,True,False,fresh_food,4,7906,unbranded,0.0
Sains,3.5,7.0,kg,Ramona's Heavenly Jalapeno Houmous 500g,20240413,free-from,False,False,Ramona's Heavenly Jalapeno Houmous 500g,,,,,,,500.0,g,,False,,,,Ramona's Heavenly Jalapeno Houmous,ramonas heavenly jalapeno houmous,42185,,unbranded,True,False,free_from,4,7906,unbranded,0.0
Tesco,3.5,7.0,kg,Ramona's Heavenly Houmous Jalapeno 500G,20240413,fresh_food,False,False,Ramona's Heavenly Houmous Jalapeno 500G,,,,,,,500.0,g,,False,,,,Ramona's Heavenly Houmous Jalapeno,ramonas heavenly houmous jalapeno,52542,,unbranded,True,False,fresh_food,4,7906,unbranded,0.0
ASDA,5.0,19.23,kg,ASDA Extra Special 2 Lightly Dusted Haddock Fillets,20240407,fresh_food,True,False,ASDA Extra Special 2 Lightly Dusted Haddock Fillets,ASDA Extra Special,premium,Extra Special,,2.0,leading_count,260.0,g,,True,,,,Lightly Dusted Haddock Fillets,lightly dusted haddock fillets,15307,,own_brand,True,True,fresh_food,4,8310,own_brand,0.0
Morrisons,3.75,12.5,kg,Morrisons Market St 2 Battered Haddock Fillets,20240413,fresh_food,True,False,Morrisons Market St 2 Battered Haddock Fillets,Morrisons,standard,,,,,300.0,g,,True,,,{'texture': ['battered']},Market St 2 Battered Haddock Fillets,market st 2 battered haddock fillets,18343,,own_brand,True,False,fresh_food,4,8310,own_brand,0.0
Sains,3.95,15.49,kg,Sainsbury's Lightly Dusted MSC Haddock Fillets x2 255g,20240413,free-from,True,False,Sainsbury's Lightly Dusted MSC Haddock Fillets x2 255g,Sainsbury's,standard,,,2.0,x_count,255.0,g,,False,,,,Lightly Dusted MSC Haddock Fillets,lightly dusted msc haddock fillets,41936,,own_brand,True,True,free_from,4,8310,own_brand,0.0
Tesco,4.15,16.28,kg,Tesco Lightly Dusted Haddock Fillets 255G,20240413,fresh_food,True,False,Tesco Lightly Dusted Haddock Fillets 255G,Tesco,standard,,,,,255.0,g,,False,,,,Lightly Dusted Haddock Fillets,lightly dusted haddock fillets,57316,,own_brand,True,False,fresh_food,4,8310,own_brand,0.0
ASDA,0.9,30.0,kg,NOMO Choc Fudge Bunny 30g,20240403,food_cupboard,False,False,NOMO Choc Fudge Bunny 30g,,,,Nomo,,,30.0,g,,False,,,,Choc Fudge Bunny,nomo choc fudge bunny,15448,Nomo,branded,True,False,food_cupboard,2,8362,branded,0.0
Sains,0.9,30.0,kg,Nomo Choc Fudge Bunny 30g,20240124,food_cupboard,False,False,Nomo Choc Fudge Bunny 30g,,,,Nomo,,,30.0,g,,False,,,,Choc Fudge Bunny,nomo choc fudge bunny,49020,Nomo,branded,True,False,food_cupboard,2,8362,branded,0.0
ASDA,1.6,7.0,l,Emmi Caffè Latte Popcorn Flavour,20240328,fresh_food,False,False,Emmi Caffè Latte Popcorn Flavour,,,,,,,228.6,ml,,True,,,,Emmi Caffè Latte Popcorn Flavour,emmi caffe latte popcorn flavor,15626,,unbranded,True,False,fresh_food,4,8443,unbranded,0.0
Morrisons,1.25,5.43,l,Emmi Caffe Latte Popcorn,20240405,drinks,False,False,Emmi Caffe Latte Popcorn,,,,,,,230.2,ml,,True,,,,Emmi Caffe Latte Popcorn,emmi caffe latte popcorn,29144,,unbranded,True,False,drinks,4,8443,unbranded,0.0
Sains,1.85,8.0,l,Emmi Caffe Latte Skinny Iced Coffee 230ml,20240413,drinks,False,False,Emmi Caffe Latte Skinny Iced Coffee 230ml,,,,,,,230.0,ml,,False,,,,Emmi Caffe Latte Skinny Iced Coffee,emmi caffe latte skinny iced coffee,38797,,unbranded,True,False,drinks,4,8443,unbranded,0.0
Tesco,1.25,5.4,l,Emmi Caffe Latte Skinny 230Ml,20240413,drinks,False,False,Emmi Caffe Latte Skinny 230Ml,,,,,,,230.0,ml,,False,,,,Emmi Caffe Latte Skinny,emmi caffe latte skinny,53043,,unbranded,True,False,drinks,4,8443,unbranded,0.0
ASDA,0.85,2.9,l,Niru Faluda Drink,20240222,drinks,False,False,Niru Faluda Drink,,,,,,,300.0,ml,,True,,,,Niru Faluda Drink,niru faluda drink,16370,,unbranded,True,False,drinks,3,8788,unbranded,0.0
Sains,1.3,4.5,l,Niru Faluda Drink 290ml,20240413,food_cupboard,False,False,Niru Faluda Drink 290ml,,,,,,,290.0,ml,,False,,,,Niru Faluda Drink,niru faluda drink,38208,,unbranded,True,False,food_cupboard,3,8788,unbranded,0.0
Tesco,1.3,4.5,l,Niru Faluda Drink 290Ml,20240413,food_cupboard,False,False,Niru Faluda Drink 290Ml,,,,,,,290.0,ml,,False,,,,Niru Faluda Drink,niru faluda drink,51298,,unbranded,True,False,food_cupboard,3,8788,unbranded,0.0
ASDA,2.0,5.88,kg,HECK Simply Chicken Chipolatas,20240110,fresh_food,False,False,HECK Simply Chicken Chipolatas,,,,Heck,,,340.0,g,,True,,,,Simply Chicken Chipolatas,heck simply chicken chipolatas,16992,Heck,branded,True,False,fresh_food,4,8993,branded,0.0
Morrisons,3.15,9.26,kg,Heck Sweet Chilli Chicken Chipolatas,20240328,fresh_food,False,False,Heck Sweet Chilli Chicken Chipolatas,,,,Heck,,,340.0,g,,True,,,{'flavor': ['sweet']},Sweet Chilli Chicken Chipolatas,heck sweet chilli chicken chipolatas,29429,Heck,branded,True,False,fresh_food,4,8993,branded,0.0
Sains,2.5,7.35,kg,Heck Simply Chicken Chipolatas x10 340g,20240311,free-from,False,False,Heck Simply Chicken Chipolatas x10 340g,,,,Heck,10.0,x_count,340.0,g,,False,,,,Simply Chicken Chipolatas,heck simply chicken chipolatas,47855,Heck,branded,True,True,free_from,4,8993,branded,0.0
Tesco,2.0,5.88,kg,Heck Simply Chicken Chipolatas 340G,20240413,fresh_food,False,False,Heck Simply Chicken Chipolatas 340G,,,,Heck,,,340.0,g,,False,,,,Simply Chicken Chipolatas,heck simply chicken chipolatas,62120,Heck,branded,True,False,fresh_food,4,8993,branded,0.0
ASDA,2.0,13.2,kg,ASDA Free From 5 Lemon Cake Slices,20240413,bakery,True,False,ASDA Free From 5 Lemon Cake Slices,ASDA Free From,dietary,Free From,,5.0,leading_count,150.0,g,,True,,,,Lemon Cake Slices,lemon cake slices,10968,,own_brand,True,True,bakery,3,9083,own_brand,0.0
Morrisons,2.25,27.4,kg,Morrisons Free From 4 Lemon Cake Slices,20240413,free-from,True,False,Morrisons Free From 4 Lemon Cake Slices,Morrisons Free From,dietary,Free From,,4.0,leading_count,80.0,g,,True,,,,Lemon Cake Slices,lemon cake slices,17360,,own_brand,True,True,free_from,3,9083,own_brand,0.0
Tesco,2.5,0.5,unit,Tesco Free From 5 Lemon Slices,20240413,bakery,True,False,Tesco Free From 5 Lemon Slices,Tesco Free From,dietary,Free From,,5.0,leading_count,,,,False,,,,Lemon Slices,lemon slices,51643,,own_brand,False,True,bakery,3,9083,own_brand,0.0
ASDA,1.3,3.3,kg,Mlekovita Sour Cream,20240413,food_cupboard,False,False,Mlekovita Sour Cream,,,,,,,400.0,g,,True,,,{'flavor': ['sour']},Mlekovita Sour Cream,mlekovita sour cream,14093,,unbranded,True,False,food_cupboard,4,9155,unbranded,0.0
Morrisons,1.49,3.7,kg,Piatnica Smietana Soured Cream,20240413,food_cupboard,False,False,Piatnica Smietana Soured Cream,,,,,,,400.0,g,,True,,,,Piatnica Smietana Soured Cream,piatnica smietana soured cream,17696,,unbranded,True,False,food_cupboard,4,9155,unbranded,0.0
Sains,1.5,3.75,kg,Piatnica Soured Cream 400g,20240413,food_cupboard,False,False,Piatnica Soured Cream 400g,,,,,,,400.0,g,,False,,,,Piatnica Soured Cream,piatnica soured cream,35194,,unbranded,True,False,food_cupboard,4,9155,unbranded,0.0
Tesco,1.4,3.5,kg,Mlekovita 18% Fat Sour Cream 400G,20240413,food_cupboard,False,False,Mlekovita 18% Fat Sour Cream 400G,,,,,,,400.0,g,,False,,,{'flavor': ['sour']},Mlekovita 18% Fat Sour Cream,mlekovita 18 fat sour cream,50756,,unbranded,True,False,food_cupboard,4,9155,unbranded,0.0
Morrisons,1.65,1.65,l,Cravendale Fresher for Longer Skimmed Milk,20240413,fresh_food,False,False,Cravendale Fresher for Longer Skimmed Milk,,,,Cravendale,,,1000.0,ml,,True,,,,Fresher for Longer Skimmed Milk,cravendale fresher for longer skimmed milk,19484,Cravendale,branded,True,False,fresh_food,3,9516,branded,0.0
Sains,1.5,1.5,l,Cravendale Filtered Fresh Skimmed Milk Fresher for Longer 1L,20240413,drinks,False,False,Cravendale Filtered Fresh Skimmed Milk Fresher for Longer 1L,,,,Cravendale,,,1000.0,ml,,False,,,,Filtered Fresh Skimmed Milk Fresher for Longer,cravendale filtered fresh skimmed milk fresher for longer,38646,Cravendale,branded,True,False,drinks,3,9516,branded,0.0
Tesco,1.25,1.25,l,Cravendale Semi Skimmed Milk 1 Litre,20240413,drinks,False,False,Cravendale Semi Skimmed Milk 1 Litre,,,,Cravendale,,,1000.0,ml,,False,,,,Semi Skimmed Milk,cravendale semiskimmed milk,55122,Cravendale,branded,True,False,drinks,3,9516,branded,0.0
ASDA,2.0,2.7,l,Innocent Smoothie Guavas Pineapples & Apples,20240413,drinks,False,False,Innocent Smoothie Guavas Pineapples & Apples,,,,Innocent,,,750.0,ml,,True,,,,Smoothie Guavas Pineapples and Apples,innocent smoothie guavas pineapples and apples,2000,Innocent,branded,True,False,drinks,4,9663,branded,0.0
Morrisons,3.5,4.7,l,Innocent Smoothie Strawberrie…,20240413,fresh_food,False,True,Innocent Smoothie Strawberrie…,,,,Innocent,,,750.0,ml,,True,,,,Smoothie Strawberrie…,innocent smoothie strawberrie,20162,Innocent,branded,True,False,fresh_food,4,9663,branded,0.0
Sains,3.5,4.7,l,Innocent Smoothie Blueberries Peaches & Apples 750ml,20240413,drinks,False,False,Innocent Smoothie Blueberries Peaches & Apples 750ml,,,,Innocent,,,750.0,ml,,False,,,,Smoothie Blueberries Peaches and Apples,innocent smoothie blueberries peaches and apples,39420,Innocent,branded,True,False,drinks,4,9663,branded,0.0
Tesco,2.25,3.0,l,innocent Smoothie Guavas Pineapples & Apples 750ml,20240413,drinks,False,False,innocent Smoothie Guavas Pineapples & Apples 750ml,,,,Innocent,,,750.0,ml,,False,,,,Smoothie Guavas Pineapples and Apples,innocent smoothie guavas pineapples and apples,51404,Innocent,branded,True,False,drinks,4,9663,branded,0.0
Morrisons,2.95,2.9,kg,Scott's Porage Old Fashioned Porridge Oats,20240413,food_cupboard,False,False,Scott's Porage Old Fashioned Porridge Oats,,,,,,,1000.0,g,,True,,,,Scott's Porage Old Fashioned Porridge Oats,scotts porage old fashioned porridge oats,20640,,unbranded,True,False,food_cupboard,3,9772,unbranded,0.0
Sains,2.95,3.0,kg,Scott's Porage Old Fashioned Porridge Oats 1kg,20240413,food_cupboard,False,False,Scott's Porage Old Fashioned Porridge Oats 1kg,,,,,,,1000.0,g,,False,,,,Scott's Porage Old Fashioned Porridge Oats,scotts porage old fashioned porridge oats,33068,,unbranded,True,False,food_cupboard,3,9772,unbranded,0.0
Tesco,2.0,2.0,kg,Scott's Porage Old Fashioned Porridge Oats 1kg,20240413,food_cupboard,False,False,Scott's Porage Old Fashioned Porridge Oats 1kg,,,,,,,1000.0,g,,False,,,,Scott's Porage Old Fashioned Porridge Oats,scotts porage old fashioned porridge oats,50435,,unbranded,True,False,food_cupboard,3,9772,unbranded,0.0
ASDA,1.0,23.3,kg,Colman's Chicken Chasseur Recipe Mix,20240413,food_cupboard,False,False,Colman's Chicken Chasseur Recipe Mix,,,,Colman's,,,42.9,g,,True,,,,Chicken Chasseur Recipe Mix,colmans chicken chasseur recipe mix,8901,Colman's,branded,True,False,food_cupboard,3,9797,branded,0.0
Morrisons,1.0,23.3,kg,Colman's Chicken Chasseur Recipe Mix,20240413,food_cupboard,False,False,Colman's Chicken Chasseur Recipe Mix,,,,Colman's,,,42.9,g,,True,,,,Chicken Chasseur Recipe Mix,colmans chicken chasseur recipe mix,20773,Colman's,branded,True,False,food_cupboard,3,9797,branded,0.0
Sains,0.6,14.0,kg,Colman's Recipe Mix Chicken Chasseur 43g,20240413,food_cupboard,False,False,Colman's Recipe Mix Chicken Chasseur 43g,,,,Colman's,,,43.0,g,,False,,,,Recipe Mix Chicken Chasseur,colmans recipe mix chicken chasseur,37194,Colman's,branded,True,False,food_cupboard,3,9797,branded,0.0
Morrisons,1.89,3.8,kg,Morrisons The Best Radiatori,20240413,food_cupboard,True,False,Morrisons The Best Radiatori,Morrisons The Best,premium,The Best,,,,500.0,g,,True,,,,Radiatori,radiatori,20877,,own_brand,True,False,food_cupboard,3,9823,own_brand,0.0
Sains,2.0,4.0,kg,"Sainsbury's Mezzi Rigatoni, Taste the Difference 500g",20240413,food_cupboard,True,False,"Sainsbury's Mezzi Rigatoni, Taste the Difference 500g",Sainsbury's,premium,Taste The Difference,,,,500.0,g,,True,,,,Mezzi Rigatoni,mezzi rigatoni,35394,,own_brand,True,False,food_cupboard,3,9823,own_brand,0.0
Tesco,1.7,3.4,kg,Tesco Finest Rigatoni 500G 500G,20240413,food_cupboard,True,False,Tesco Finest Rigatoni 500G 500G,Tesco Finest,premium,Finest,,,,500.0,g,,False,,,,Rigatoni,rigatoni,59372,,own_brand,True,False,food_cupboard,3,9823,own_brand,0.0
Morrisons,1.15,11.5,kg,Morrisons Sesame Seeds,20240413,food_cupboard,True,False,Morrisons Sesame Seeds,Morrisons,standard,,,,,100.0,g,,True,,,,Sesame Seeds,sesame seeds,22250,,own_brand,True,False,food_cupboard,3,10161,own_brand,0.0
Sains,1.2,12.0,kg,Sainsbury's Sesame Seeds 100g,20240413,food_cupboard,True,False,Sainsbury's Sesame Seeds 100g,Sainsbury's,standard,,,,,100.0,g,,False,,,,Sesame Seeds,sesame seeds,32400,,own_brand,True,False,food_cupboard,3,10161,own_brand,0.0
Tesco,1.2,12.0,kg,Tesco Sesame Seeds 100G,20240413,food_cupboard,True,False,Tesco Sesame Seeds 100G,Tesco,standard,,,,,100.0,g,,False,,,,Sesame Seeds,sesame seeds,56665,,own_brand,True,False,food_cupboard,3,10161,own_brand,0.0
ASDA,1.0,0.17,unit,The BAKERY at ASDA 6 Soft White Rolls,20240413,bakery,True,False,The BAKERY at ASDA 6 Soft White Rolls,The BAKERY at ASDA,standard,,,6.0,leading_count,,,,False,,,"{'texture': ['soft'], 'bakery_type': ['white']}",Soft White Rolls,soft white rolls,10358,,own_brand,False,True,bakery,4,11067,own_brand,0.0
Morrisons,0.89,0.15,unit,Morrisons Soft White Rolls,20240413,bakery,True,False,Morrisons Soft White Rolls,Morrisons,standard,,,,,,,,False,,,"{'texture': ['soft'], 'bakery_type': ['white']}",Soft White Rolls,soft white rolls,25979,,own_brand,False,False,bakery,4,11067,own_brand,0.0
Sains,0.9,0.15,unit,Sainsbury's Scottish White Morning Rolls x6,20240413,bakery,True,False,Sainsbury's Scottish White Morning Rolls x6,Sainsbury's,standard,,,6.0,x_count,,,,False,,,{'bakery_type': ['white']},Scottish White Morning Rolls,scottish white morning rolls,46514,,own_brand,False,True,bakery,4,11067,own_brand,0.0
Tesco,0.9,0.15,unit,Tesco Soft White Rolls 6 Pack,20240413,bakery,True,False,Tesco Soft White Rolls 6 Pack,Tesco,standard,,,6.0,count_pack,,,,False,,,"{'texture': ['soft'], 'bakery_type': ['white']}",Soft White Rolls,soft white rolls,57160,,own_brand,False,True,bakery,4,11067,own_brand,0.0
ASDA,4.0,9.09,kg,Birds Eye 4 Battered Cod Fish Fillets,20240413,frozen,False,False,Birds Eye 4 Battered Cod Fish Fillets,,,,Birds Eye,,,450.0,g,,True,,,{'texture': ['battered']},4 Battered Cod Fish Fillets,birds eye 4 battered cod fish fillets,5517,Birds Eye,branded,True,False,frozen,4,11264,branded,0.0
Morrisons,6.5,14.77,kg,Birds Eye 4 Breaded Cod Fish Fillets,20240413,frozen,False,False,Birds Eye 4 Breaded Cod Fish Fillets,,,,Birds Eye,,,450.0,g,,True,,,{'texture': ['breaded']},4 Breaded Cod Fish Fillets,birds eye 4 breaded cod fish fillets,26795,Birds Eye,branded,True,False,frozen,4,11264,branded,0.0
Sains,4.0,9.09,kg,Birds Eye Breaded Cod Fish Fillets x4 440g,20240413,free-from,False,False,Birds Eye Breaded Cod Fish Fillets x4 440g,,,,Birds Eye,4.0,x_count,440.0,g,,False,,,{'texture': ['breaded']},Breaded Cod Fish Fillets,birds eye breaded cod fish fillets,41553,Birds Eye,branded,True,True,free_from,4,11264,branded,0.0
Tesco,6.5,14.77,kg,Birds Eye 4 Large Breaded Cod Fillets 440G,20240413,frozen,False,False,Birds Eye 4 Large Breaded Cod Fillets 440G,,,,Birds Eye,,,440.0,g,,False,,,{'texture': ['breaded']},4 Large Breaded Cod Fillets,birds eye 4 large breaded cod fillets,57137,Birds Eye,branded,True,False,frozen,4,11264,branded,0.0
ASDA,2.85,28.5,kg,Lindt CLASSIC RECIPE Vegan Hazelnut,20240413,free-from,False,False,Lindt CLASSIC RECIPE Vegan Hazelnut,,,,Lindt,,,100.0,g,,True,diet,vegan,,CLASSIC RECIPE Hazelnut,lindt classic recipe hazelnut,9922,Lindt,branded,True,False,free_from,4,11340,branded,0.0
Morrisons,2.15,21.5,kg,Lindt Excellence Dark Cranb…,20240413,food_cupboard,False,True,Lindt Excellence Dark Cranb…,,,,Lindt,,,100.0,g,,True,,,,Excellence Dark Cranb…,lindt excellence dark cranb,27150,Lindt,branded,True,False,food_cupboard,4,11340,branded,0.0
Sains,2.15,21.5,kg,Lindt Excellence Dark Caramelised Hazelnut 100g,20240413,food_cupboard,False,False,Lindt Excellence Dark Caramelised Hazelnut 100g,,,,Lindt,,,100.0,g,,False,,,,Excellence Dark Caramelised Hazelnut,lindt excellence dark caramelised hazelnut,36577,Lindt,branded,True,False,food_cupboard,4,11340,branded,0.0
Tesco,2.15,21.5,kg,Lindt Excellence Caramel With Touch Of Sea Salt 100G,20240413,food_cupboard,False,False,Lindt Excellence Caramel With Touch Of Sea Salt 100G,,,,Lindt,,,100.0,g,,False,,,,Excellence Caramel With Touch Of Sea Salt,lindt excellence caramel with touch of sea salt,58515,Lindt,branded,True,False,food_cupboard,4,11340,branded,0.0
ASDA,1.35,10.4,kg,Maynards BASSETTS Sports Mix Juicies,20240413,food_cupboard,False,False,Maynards BASSETTS Sports Mix Juicies,,,,Maynards Bassetts,,,130.0,g,,True,,,,Sports Mix Juicies,maynards bassetts sports mix juicies,12821,Maynards Bassetts,branded,True,False,food_cupboard,4,11425,branded,0.0
Morrisons,1.35,10.4,kg,Maynard Bassets Sports Mix,20240413,food_cupboard,False,False,Maynard Bassets Sports Mix,,,,,,,130.0,g,,True,,,,Maynard Bassets Sports Mix,maynard bassets sports mix,27546,,unbranded,True,False,food_cupboard,4,11425,unbranded,0.0
Sains,1.5,9.1,kg,Maynards Bassetts Sports Mix 165g,20240208,food_cupboard,False,False,Maynards Bassetts Sports Mix 165g,,,,Maynards Bassetts,,,165.0,g,,False,,,,Sports Mix,maynards bassetts sports mix,48688,Maynards Bassetts,branded,True,False,food_cupboard,4,11425,branded,0.0
Tesco,1.35,10.4,kg,Maynards Bassetts Sports Mix Juicies Sweets Bag 130G,20240413,food_cupboard,False,False,Maynards Bassetts Sports Mix Juicies Sweets Bag 130G,,,,Maynards Bassetts,,,130.0,g,,False,,,,Sports Mix Juicies Sweets Bag,maynards bassetts sports mix juicies sweets bag,53898,Maynards Bassetts,branded,True,False,food_cupboard,4,11425,branded,0.0
ASDA,1.35,0.9,l,Volvic Touch of Fruit Strawberry Flavoured Water,20240413,fresh_food,False,False,Volvic Touch of Fruit Strawberry Flavoured Water,,,,Volvic,,,1500.0,ml,,True,,,,Touch of Fruit Strawberry Flavoured Water,volvic touch of fruit strawberry flavored water,4270,Volvic,branded,True,False,fresh_food,4,11438,branded,0.0
Morrisons,1.0,0.7,l,Volvic Touch of Fruit Strawberr…,20240413,drinks,False,True,Volvic Touch of Fruit Strawberr…,,,,Volvic,,,1428.6,ml,,True,,,,Touch of Fruit Strawberr…,volvic touch of fruit strawberr,27592,Volvic,branded,True,False,drinks,4,11438,branded,0.0
Sains,1.0,0.6,l,Volvic Touch of Fruit Strawberry Flavoured Water 1.5L,20240413,drinks,False,False,Volvic Touch of Fruit Strawberry Flavoured Water 1.5L,,,,Volvic,,,1500.0,ml,,False,,,,Touch of Fruit Strawberry Flavoured Water,volvic touch of fruit strawberry flavored water,38736,Volvic,branded,True,False,drinks,4,11438,branded,0.0
Tesco,1.35,0.9,l,Volvic Touch of Fruit Strawberry Still Flavoured Water 1.5L,20240413,drinks,False,False,Volvic Touch of Fruit Strawberry Still Flavoured Water 1.5L,,,,Volvic,,,1500.0,ml,,False,,,,Touch of Fruit Strawberry Still Flavoured Water,volvic touch of fruit strawberry still flavored water,49390,Volvic,branded,True,False,drinks,4,11438,branded,0.0
Morrisons,1.99,4.98,kg,Morrisons Seedless Red Grapes,20240413,fresh_food,True,False,Morrisons Seedless Red Grapes,Morrisons,standard,,,,,400.0,g,,True,,,{'prep_produce': ['seedless']},Seedless Red Grapes,seedless red grapes,28393,,own_brand,True,False,fresh_food,2,11622,own_brand,0.0
Tesco,2.3,5.75,kg,Tesco Finest Red Grapes Seedless 400G,20240413,fresh_food,True,False,Tesco Finest Red Grapes Seedless 400G,Tesco Finest,premium,Finest,,,,400.0,g,,False,,,{'prep_produce': ['seedless']},Red Grapes Seedless,red grapes seedless,60738,,own_brand,True,False,fresh_food,2,11622,own_brand,0.0
