supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand
ASDA,2.75,3.8,kg,ASDA Classic Runny Honey 720g,20240413,food_cupboard,True
ASDA,0.95,25.0,kg,Maggi So Juicy Aromatic and Peppery Cajun Chicken Herbs and Spices Recipe Mix,20240413,food_cupboard,False
Tesco,3.5,7.3,l,Extreme Raspberry With Cream 250Ml,20240229,frozen,False
Tesco,2.7,27.0,kg,Tesco Rock Salt Grinder 100G,20240413,food_cupboard,True
Tesco,1.85,14.7,kg,Dalgety Instant Ginger Tea 126G,20240413,food_cupboard,False
ASDA,8.0,106.64,l,Cune Rioja,20240413,drinks,False
ASDA,4.95,65.98,l,Le Manoir Du Baron Viognier,20240413,drinks,False
ASDA,5.0,9.09,kg,"ASDA Extra Special Pork Cutlets with Sea Salt, Black Pepper & Garlic Crust",20240413,fresh_food,True
ASDA,3.0,7.8,kg,Kellogg's Pop-Tarts Chocotastic Pastry Snack,20240413,food_cupboard,False
ASDA,2.75,7.3,kg,Kellogg's Froot Loops,20240413,food_cupboard,False
Tesco,3.55,8.9,kg,Kellogg's Crunchy Nut Chocolate Clusters Cereal 400G,20240413,food_cupboard,False
ASDA,3.25,8.12,kg,ASDA Meal For One Chicken & Mushroom Risotto 400g,20240413,fresh_food,True
ASDA,2.5,17.9,kg,GU Milk Chocolate & Ganache Mousse Dessert,20240413,fresh_food,False
Tesco,2.5,5.68,l,Northern Monk Wasted Pumpkin Stout 440Ml,20240113,drinks,False
Sains,6.0,7.98,l,"Sainsbury's Vernaccia Di San Gimignano, Taste the Difference 75cl",20240413,drinks,True
Morrisons,6.0,6.0,unit,Nordic Spirit Bergamot Wild…,20240319,drinks,False
Sains,3.4,4.2,l,Heinz Seriously Good Light Mayonnaise 815g,20240413,food_cupboard,False
Morrisons,2.59,20.7,kg,Najma Wafer Thin Turkey Slices,20240413,food_cupboard,False
Tesco,3.0,13.04,kg,Violife Vegan Greek White Block 230G,20240413,fresh_food,False
Sains,3.0,5.4,kg,Yorkshire Provender Thai Green Chicken Noodle Soup 560g,20240413,fresh_food,False
Sains,3.0,16.7,kg,Sainsbury's Chicken Ceasar Salad,20240413,fresh_food,True
ASDA,2.25,4.5,l,Black Sheep Ale,20240413,drinks,False
Sains,1.05,3.6,kg,Sainsbury's Sweet Pickle 295g,20240413,food_cupboard,True
Morrisons,2.2,22.9,kg,Walkers Quavers Cheese Multipack Snacks Crisps,20240413,food_cupboard,False
Morrisons,1.25,10.87,kg,Gressingham 12 Chinese Style Pancakes,20240403,food_cupboard,False
Sains,8.0,32.0,kg,"Sainsbury's Extra Thick Caramel & Biscuit Egg, Taste the Difference 250g",20240124,food_cupboard,True
Morrisons,1.75,7.0,kg,BelVita Breakfast Biscuits Soft…,20240413,food_cupboard,False
ASDA,1.1,4.23,kg,ASDA Pineapple Slices in Fruit Juice 432g,20240413,drinks,True
ASDA,8.5,17.0,l,ASDA Raspberry Liqueur,20240413,drinks,True
Tesco,3.5,17.5,kg,Taylors Decaffe Roast Ground Coffee 200G,20240413,drinks,False
Sains,1.6,8.0,kg,Sainsbury's Ready To Eat Prunes 200g,20240413,food_cupboard,True
Sains,2.3,20.5,kg,Yorkshire Tea Biscuit Brew x40 Tea Bags 112g,20240413,food_cupboard,False
Tesco,10.0,13.3,l,Howard Park Margaret River Cabernet Sauvignon 75Cl,20240413,drinks,False
Morrisons,1.85,14.8,kg,Bahlsen Choco Leibniz White,20240216,food_cupboard,False
Sains,0.65,14.4,kg,Goralki Wafer Chocolate Filling 50g,20240413,food_cupboard,False
Morrisons,1.35,4.0,kg,Filippo Berio Basilico Pasta Sauce,20240413,food_cupboard,False
Morrisons,26.0,37.14,l,Courvoisier VS Cognac,20240413,drinks,False
Sains,1.5,6.0,l,Weetabix On The Go Breakfast Drink Vanilla 250ml,20240413,food_cupboard,False
ASDA,4.5,7.03,kg,Chicago Town Takeaway Large Cheesy Stuffed Pepperoni Pizza,20240413,frozen,False
Sains,3.6,10.0,kg,Birds Eye 6 Chunky Fish Fingers 360g,20240413,free-from,False
Sains,8.5,17.0,kg,Lavazza Espresso Barista Gran Crema Coffee Beans 500g,20240413,food_cupboard,False
Sains,0.7,31.82,kg,SlimFast Snack Bag Baked Cheddar Flavour Bites single serve 23g,20240325,free-from,False
Morrisons,5.5,27.5,kg,Morrisons Best White Dark Chocolate…,20240402,food_cupboard,True
Morrisons,3.39,19.9,kg,Pip & Nut Smooth Almond Butter,20240413,food_cupboard,False
ASDA,1.0,1.3,l,Radnor Splash Orange & Passion Fruit Still Spring Water Cartons,20240413,drinks,False
ASDA,1.75,4.38,kg,ASDA Cottage Pie,20240413,frozen,True
Morrisons,1.6,18.2,kg,Schwartz Extra Mature Cheddar Cheese Sauce Mix,20240112,food_cupboard,False
Morrisons,1.99,0.3,l,Morrisons Yorkshire Vale Water,20240413,drinks,True
Sains,4.8,12.3,kg,Bisto Best Beef Gravy Granules 390g,20240413,food_cupboard,False
Sains,2.5,13.9,kg,Lotus Biscoff Milk Chocolate with Biscoff Crumbs 180g,20240413,food_cupboard,False
ASDA,0.95,10.56,kg,Mama Hot & Spicy Flavour Oriental Style Instant Noodles,20240413,food_cupboard,False
Tesco,4.5,11.84,kg,Tesco Beef Brisket Joint In Gravy 380G,20240413,fresh_food,True
ASDA,2.4,13.33,kg,Cathedral City Grated Extra Mature Cheddar,20240413,fresh_food,False
Tesco,15.99,2.66,l,Budweiser 20X300ml Bottle,20240413,drinks,False
Sains,0.5,3.3,kg,Sainsbury's Custard Cream Twists with an Apple Pie Flavour Cream Filling 150g,20240413,food_cupboard,True
ASDA,7.5,7.5,unit,Scoville Glasslux 2 Piece Roaster Set 2.2L/3L,20240413,fresh_food,False
ASDA,11.0,11.0,unit,CD Now That's What I Call Pop Gold by Various Artists,20240413,drinks,False
Sains,1.75,3.5,l,Fanta Orange 500mL,20240413,drinks,False
Morrisons,0.75,0.9,kg,Morrisons Wholemeal Toastie Bread,20240413,bakery,True
ASDA,2.69,9.0,kg,Cypressa Brown Tahini,20240413,food_cupboard,False
Tesco,1.5,6.8,l,The Coconut Collaborative Vegan Double Cream 220Ml,20240413,fresh_food,False
Sains,17.5,25.0,l,Pimm's No.1 70cl,20240413,drinks,False
Sains,2.3,2.3,l,J2O Spritz Sparkling Apple & Elderflower Cans 4x250ml,20240413,drinks,False
Tesco,1.25,2.78,kg,I Can't Believe It's Not Butter Original Spread 450G,20240413,fresh_food,False
Sains,1.95,13.93,kg,Philadelphia Soft Cheese Mini Tub Light x4 35g,20240413,fresh_food,False
ASDA,4.5,4.5,unit,George Home Glass Roaster with clip lid 1.5L,20240413,fresh_food,True
Morrisons,2.49,18.4,kg,Peter's Yard Seeded Sourdough Flatbreds,20240413,food_cupboard,False
Sains,3.25,2.1,l,Lucozade Energy Cherry 4x380ml,20240302,drinks,False
Sains,2.0,4.2,l,"Sainsbury's Blonde Chocolate Ice Cream, Taste the Difference 330g",20240215,free-from,True
Sains,1.35,5.0,kg,McVitie's Dark Chocolate Digestive Biscuits 266g,20240413,food_cupboard,False
Sains,9.5,1.9,l,Pura Refined Vegetable Oil 5L,20240413,food_cupboard,False
Morrisons,2.0,10.0,kg,Castle Dairies Welsh Butter With Ha…,20240413,fresh_food,False
Sains,3.5,43.8,kg,Bastides Petits Saucisson Secs 80G,20240413,fresh_food,False
ASDA,13.0,13.0,unit,Scoville Frying Pan,20240413,fresh_food,False
Sains,2.75,12.5,kg,Odysea Aubergine Meze 220g,20240413,food_cupboard,False
Morrisons,2.79,77.5,kg,Twinings Rooibos & Honey 20 Tea Bags,20240413,food_cupboard,False
Tesco,2.0,8.0,kg,Riso Gallo Risotto Pronto Mushroom 250g.,20240412,food_cupboard,False
Sains,2.15,21.5,kg,Lindt Excellence Dark 90% Cocoa Chocolate Bar 100g,20240413,food_cupboard,False
ASDA,8.0,8.0,unit,Scoville Neverstick 30cm Pizza Tray,20240413,fresh_food,False
Morrisons,1.65,1.7,l,Morrisons No Added Sugar Orange High Juice Squash,20240413,drinks,True
Tesco,2.25,12.0,l,Blossom Hill Soft & Fruity 18.75Cl,20240413,drinks,False
Sains,2.0,8.0,kg,Sainsbury's Ready to Roll Yellow Icing 250g,20240413,food_cupboard,True
ASDA,0.65,3.3,kg,ASDA Shortcake Biscuits 200g,20240413,food_cupboard,True
Sains,1.5,3.0,l,Fentimans Connoisseurs Tonic Water 500ml,20240329,drinks,False
ASDA,1.5,7.2,kg,Pukka All Steak Pie,20240413,fresh_food,False
ASDA,2.1,35.0,l,MOJU Turmeric Shots,20240413,fresh_food,False
Tesco,2.65,15.59,kg,Paxo Pork Sausages Meat Flavour Stuffing Mix 170G,20240110,food_cupboard,False
ASDA,6.0,5.29,kg,ASDA Beef Quarter Pound Burgers,20240413,frozen,True
Sains,4.25,17.71,kg,itsu Chicken Gyoza 12 Dinner Dumplings 240g,20240413,food_cupboard,False
ASDA,1.95,4.9,kg,Warburtons Fruit Loaf with Cinnamon & Raisin,20240413,fresh_food,False
Morrisons,2.0,10.0,kg,Morrisons The Best Chicken Parfait Wi…,20240118,fresh_food,True
Sains,3.5,7.0,kg,Sainsbury's Unsmoked Back Bacon Rashers x16 (2x250g),20240307,fresh_food,True
Tesco,1.0,1.0,l,Tesco Strawberry Flavoured Milk 1L,20240413,fresh_food,True
Morrisons,2.3,0.77,unit,Morrisons Cooking Apples (Min 3),20240413,fresh_food,True
Tesco,3.0,10.0,kg,Walkers Classic Variety Multipack Crisps 12x25g,20240413,food_cupboard,False
Sains,1.7,8.5,kg,Sainsbury's Fruit & Nut Dark Chocolate 200g,20240413,food_cupboard,True
ASDA,4.0,4.0,unit,George Home Cream Teddy Fleece Hot Water Bottle,20240201,drinks,True
Tesco,5.35,10.7,kg,Tesco Finest 5% Aberdeen Angus Steak Mince 500G,20240413,fresh_food,True
ASDA,1.5,1.5,unit,George Home Pink Glitter Rosette,20240413,bakery,True
Sains,1.25,9.5,kg,Oreo Lunchbox Vanilla Cookies 6 Pack Multipack 132g,20240413,food_cupboard,False
Tesco,2.15,8.6,l,Gordon's Gin & Tonic 250Ml Can,20240406,drinks,False
Sains,0.9,25.0,kg,Squares Chocolatey Rice Krispies 36g,20240413,food_cupboard,False
Sains,2.25,2.25,unit,"Sainsbury's Mixed Fruit Bloomer, Taste the Difference 350g",20240413,bakery,True
Tesco,6.0,7.98,l,Turner Road Reserve Chardonnay 75Cl,20240413,drinks,False
Sains,2.0,8.0,l,Riddles Lemon Ice Tea Blended with Tequila 250ml,20240413,drinks,False
Sains,1.0,12.35,kg,Batchelors Low Fat Super Noodles Chilli Chicken Flavour 81g,20240413,food_cupboard,False
ASDA,1.0,0.05,unit,George Home Football Paper Napkins,20240413,fresh_food,True
Tesco,2.9,11.6,kg,Bonne Maman Hazelnut Chocolate Spread 250G,20240413,food_cupboard,False
ASDA,22.0,293.26,l,Graham's 10 Years Old Tawny Port,20240413,drinks,False
ASDA,1.25,6.9,kg,GetPro 18g Protein Pudding Chocolate Hazelnut Flavour 180g,20240413,fresh_food,False
ASDA,2.25,15.0,kg,ASDA Sea Salt & Black Pepper Cashews 150g,20240413,fresh_food,True
Morrisons,2.5,20.8,kg,Morrisons German Salami And Cheese Selection,20240413,fresh_food,True
ASDA,2.5,1.2,l,ASDA Charge Zero Sugar Energy Drink 4 x 500ml,20240413,drinks,True
Morrisons,1.5,15.0,kg,Peperami Pep'd Up Chicken Bites,20240118,fresh_food,False
Tesco,1.75,3.9,kg,Pataks Medium Balti Sauce 450G,20240413,food_cupboard,False
Morrisons,3.99,399.0,l,Vampire Vape Heisenberg 12mg,20240413,drinks,False
Morrisons,2.49,9.8,kg,Morrisons The Best Roast Garlic & Herb Flatbread,20240413,fresh_food,True
Sains,1.2,3.0,kg,Heinz Oxtail Soup 400g,20240413,food_cupboard,False
Tesco,3.75,10.42,kg,Pot Noodle Chicken & Mushroom Instant Noodles Multipack 4x90g,20240413,food_cupboard,False
Morrisons,0.85,6.8,kg,Hartley's Raspberry Jelly Pot,20240413,food_cupboard,False
Sains,2.8,12.3,kg,"Sainsbury's Fairtrade Italian Style Coffee, Strength 4 227g",20240413,food_cupboard,True
Tesco,1.0,20.0,kg,Walkers Max Pizza Hut Texan Bbq Crisps 50G,20240407,food_cupboard,False
Tesco,4.0,40.0,kg,Gran Luchito Chipotle Chilli Paste 100G,20240324,food_cupboard,False
Tesco,1.0,0.25,unit,Tesco Multiseed Deli Rolls 4 Pack,20240413,bakery,True
Tesco,22.0,31.43,l,Abstrakt Watermelon Strawberry Vodka 70Cl,20240413,drinks,False
ASDA,1.0,10.0,kg,ASDA Chopped Almonds,20240413,food_cupboard,True
Sains,14.0,28.0,kg,PhD Diet Plant High Protein Lean Matrix Salted Caramel 500g,20240413,free-from,False
Tesco,3.0,6.0,l,"Robinsons Raspberry, Rhubarb & Orange Blossom Fruit Cordial 500ml",20240413,drinks,False
Sains,1.2,36.4,kg,Bird's Dream Topping 36g,20240413,food_cupboard,False
Sains,2.0,20.0,kg,Butterkist Popcorn Sweet & Salted 100g,20240413,food_cupboard,False
Tesco,1.05,2.3,kg,Tesco Fine Cut Orange Marmalade 454G,20240413,food_cupboard,True
ASDA,1.4,8.75,kg,"ASDA Tenderstem Broccoli, Carrot & Sugar Snap",20240413,fresh_food,True
ASDA,3.5,0.15,unit,Weetabix Chocolate Cereal,20240413,food_cupboard,False
ASDA,4.0,4.0,unit,George Home Pig Sipper Bottle,20240313,drinks,True
Sains,1.6,10.5,kg,Sainsbury's Green Tea x80 Tea Bags 152g,20240413,food_cupboard,True
ASDA,4.0,4.0,l,Red Bull Energy Drink Zero Cans 4x250ml,20240413,drinks,False
ASDA,1.0,11.1,kg,Terry's Chocolate Orange Mini Eggs Bar 90g,20240328,food_cupboard,False
Tesco,1.5,3.1,kg,Homepride Chilli Cooking Sauce 485G,20240413,food_cupboard,False
Morrisons,2.0,10.0,kg,Morrisons The Best Quadru…,20240413,food_cupboard,True
ASDA,2.65,15.14,kg,Vivera Plant Spicy Chicken Kebab Style 175g,20240413,free-from,False
Morrisons,3.0,9.0,kg,Goodfella's Stonebaked Thin Pepperoni Pizza,20240413,frozen,False
Tesco,6.75,5.11,l,Birra Moretti Premium Lager Beer Bottle 4x330ml,20240413,drinks,False
Tesco,1.5,10.7,kg,Tesco Frozen 12 Mini Eclairs 140G,20240413,frozen,True
Morrisons,2.25,4.96,kg,Morrisons Butcher's Style Pork Sausages,20240413,fresh_food,True
Tesco,3.0,8.0,kg,Nature's Finest Tropical Fruits In Juice 700G,20240413,food_cupboard,False
Tesco,2.0,3.08,l,Viennetta Mint Ice Cream Dessert 650Ml,20240413,frozen,False
Morrisons,1.79,3.6,l,Oasis Zero Exotic Fruit,20240413,fresh_food,False
Sains,1.4,15.56,kg,Nissin Soba Japanese Curry Wok Style Instant Cup Noodles Pot 90g,20240413,food_cupboard,False
Morrisons,1.6,0.27,unit,Richmond 6 Thick Pork Sausages,20240413,fresh_food,False
ASDA,0.9,0.9,unit,MAD Party Silver Number Sparklers 6,20240413,bakery,False
ASDA,1.0,26.7,kg,Walkers Baked Prawn Cocktail Snacks Crisps,20240413,fresh_food,False
Tesco,2.6,28.89,kg,Urban Fruit Dried Strawberries 90G,20240413,food_cupboard,False
Morrisons,1.89,6.3,kg,Hilal Chicken Sausages,20240413,food_cupboard,False
ASDA,2.5,2.5,unit,George Home Red Alphabet Glass Mug - L,20240413,drinks,True
Tesco,1.5,4.69,kg,Tesco Vegetable Stir Fry 320g,20240413,fresh_food,True
ASDA,2.0,0.5,unit,ASDA Smooth & Sweet Flat Peaches,20240310,fresh_food,True
Morrisons,0.6,2.4,l,Oshee Magnesium Vitamin Energy Drink,20240413,food_cupboard,False
Morrisons,0.75,1.5,kg,Morrisons Wholewheat Spaghetti,20240413,food_cupboard,True
Morrisons,2.6,2.6,kg,Silver Spoon Icing Sugar,20240413,food_cupboard,False
Morrisons,1.99,1.0,l,Diet Coke No Caffeine,20240413,drinks,False
Morrisons,1.25,12.5,kg,Whitworths Berry & White Ch…,20240219,food_cupboard,False
Morrisons,2.39,33.7,kg,Oxo Reduced Salt Beef Stock 12 Cubes,20240413,food_cupboard,False
Sains,23.0,32.85,l,The Kraken Black Spiced Rum Roast Coffee 70cl,20240413,drinks,False
Tesco,2.25,25.0,kg,Fruit Bowl Unicorn Fruit Flakes 5X18g,20240413,food_cupboard,False
Tesco,2.55,8.5,kg,Dunns River Jamaican Jerk Seasoning 300G,20240413,food_cupboard,False
Sains,1.75,4.62,kg,Sainsbury's Deep Pan Meat Feast Pizza 379g,20240413,frozen,True
Sains,1.25,8.8,kg,Go Ahead Yogurt Breaks Strawberry Snack Bars 4x35.5g,20240413,food_cupboard,False
ASDA,2.0,18.2,kg,ASDA Finely Sliced Cured Pastrami,20240413,fresh_food,True
Sains,2.9,55.8,kg,"Sainsbury's Lungo Decaff Pods, Taste the Difference x10 52g",20240413,drinks,True
Sains,2.73,4.6,kg,Sainsbury's Triple Chocolate Gateau Dessert 600g,20240413,frozen,True
Tesco,1.5,13.3,kg,Eat Real Lentil Chips Sea Salt 113G,20240409,food_cupboard,False
Morrisons,3.75,18.8,kg,Morrisons Cold Water Prawns,20240413,fresh_food,True
Morrisons,1.5,12.5,kg,Cadbury Dairy Milk Caramel Nibbles Chocolate Bag,20240116,food_cupboard,False
Morrisons,1.5,3.33,kg,I Can't Believe It's Not Butter Original Spread,20240413,fresh_food,False
Sains,1.25,5.0,kg,Sainsbury's Sliced White Mushrooms 250g,20240413,fresh_food,True
Sains,5.75,6.39,kg,Sainsbury's British Pork Shoulder Steaks x6 900g,20240413,fresh_food,True
Tesco,0.45,7.5,kg,Vifon Beef Flavour Instant Noodle Soup 60g,20240413,food_cupboard,False
Sains,1.7,4.3,kg,Heinz French Onion Soup 400g,20240413,food_cupboard,False
