ensemble_cluster_id,cluster_size,conflict_type,conflict_token,retailer_a,retailer_b,name_a,name_b
11149,4,one_sided,rose,ASDA,Morrisons,Fillipo Sansovino Pinot Grigio Rosé 18.7cl,Mateus Rose Original
11149,4,one_sided,rose,ASDA,Tesco,Fillipo Sansovino Pinot Grigio Rosé 18.7cl,Mateus Rose 18.7Cl
11149,4,one_sided,rose,Morrisons,Sains,Mateus Rose Original,Mateus Rosé (Small bottle) 18.7cl
11149,4,one_sided,rose,Sains,Tesco,Mateus Rosé (Small bottle) 18.7cl,Mateus Rose 18.7Cl
11155,4,one_sided,rose,ASDA,Morrisons,Martini Rosé Sparkling Wine,Mirabeau La Folie Sparkling Rose
11155,4,one_sided,rose,ASDA,Tesco,Martini Rosé Sparkling Wine,Mirabeau La Folie Sparkling Rose 750Ml
11155,4,one_sided,rose,Morrisons,Sains,Mirabeau La Folie Sparkling Rose,Mirabeau La Folie Sparkling Rosé 750ml
11155,4,one_sided,rose,Sains,Tesco,Mirabeau La Folie Sparkling Rosé 750ml,Mirabeau La Folie Sparkling Rose 750Ml
11191,4,one_sided,rose,ASDA,Sains,Miracle Gro Rose & Shrub Concentrate Liquid Plant Feed,Time Keeper Rosé Wine 75cl
11191,4,one_sided,rose,Morrisons,Sains,Crocodile Diamante Rose,Time Keeper Rosé Wine 75cl
11191,4,one_sided,rose,Sains,Tesco,Time Keeper Rosé Wine 75cl,Crocodile Diamante Rose 750Ml
11544,4,one_sided,sour,ASDA,Morrisons,Tuc Original Snack Crackers 150g,Sour Patch Kids Original
11544,4,one_sided,sour,ASDA,Sains,Tuc Original Snack Crackers 150g,Sour Patch Kids Sweets Bag 140g
11544,4,one_sided,sour,Morrisons,Tesco,Sour Patch Kids Original,Burts Potato Chips Mature Cheddar & Onion 150G
11544,4,one_sided,sour,Sains,Tesco,Sour Patch Kids Sweets Bag 140g,Burts Potato Chips Mature Cheddar & Onion 150G
11577,3,one_sided,sour,Morrisons,Sains,Skittles Giants Crazy Sours,Sour Patch Kids Soda Sweets Bag 130g
11577,3,one_sided,sour,Morrisons,Tesco,Skittles Giants Crazy Sours,Skittles Giant Crazy Sour Vegan Sweets 132G
11588,4,one_sided,sour,ASDA,Morrisons,Juicy Drop Chews with Sour Gel Pen,Airwaves Menthol & Eucalyptus Chewi…
11588,4,one_sided,sour,ASDA,Sains,Juicy Drop Chews with Sour Gel Pen,Airwaves Menthol & Eucalyptus Sugar Free Chewing Gum Bottle 46 Pieces
11588,4,one_sided,sour,ASDA,Tesco,Juicy Drop Chews with Sour Gel Pen,Airwaves Menthol & Eucalyptus Chewing Gum Bottle 46 Pieces
11728,4,one_sided,smoky,ASDA,Morrisons,ASDA Smoky Hunter's Chicken Breast Fillets,Morrisons 2 Hunters Chicken
11728,4,one_sided,smoky,ASDA,Sains,ASDA Smoky Hunter's Chicken Breast Fillets,Sainsbury’s Pub Classics Hunters Chicken 470g (Serves 1)
11728,4,one_sided,smoky,ASDA,Tesco,ASDA Smoky Hunter's Chicken Breast Fillets,Tesco Finest Chicken Tagine 500G
11753,4,one_sided,reduced,ASDA,Morrisons,ASDA Flavourful Reduced Fat Beef Steak Mince,Morrisons British Lean Diced Beef
11753,4,one_sided,reduced,ASDA,Sains,ASDA Flavourful Reduced Fat Beef Steak Mince,Sainsbury's British or Irish Extra Lean Diced Beef 750g
11753,4,one_sided,reduced,ASDA,Tesco,ASDA Flavourful Reduced Fat Beef Steak Mince,Tesco Lean Diced Beef 750g
11768,3,one_sided,reduced,Morrisons,Tesco,The Jolly Hog Proper Porker Sausages,Tesco Finest 6 Reduced Fat Sausages 400G
11768,3,one_sided,reduced,Sains,Tesco,The Jolly Hog The Porky Black Sausages 400g,Tesco Finest 6 Reduced Fat Sausages 400G
11924,4,one_sided,decaf,ASDA,Sains,ASDA Americano Barista Style Coffee,Sainsbury's Gold Roast Decaffeinated Instant Coffee Granules 100g
11924,4,one_sided,decaf,Morrisons,Sains,Nescafe Azera Americano,Sainsbury's Gold Roast Decaffeinated Instant Coffee Granules 100g
11924,4,one_sided,decaf,Sains,Tesco,Sainsbury's Gold Roast Decaffeinated Instant Coffee Granules 100g,Nescafe Azera Americano Instant Coffee 90g
11947,4,one_sided,smoky,ASDA,Tesco,Plant Based by ASDA Lentil Cottage Pie,Tesco Smoky Butternut & Bean Casserole 392G
11947,4,one_sided,smoky,Morrisons,Tesco,Kirsty's Lentil Cottage Pie With Sweet Potato Mash,Tesco Smoky Butternut & Bean Casserole 392G
11947,4,one_sided,smoky,Sains,Tesco,Kirstys Lentil Cottage Pie with Sweet Potato Mash 400g,Tesco Smoky Butternut & Bean Casserole 392G
12100,2,one_sided,sour,Morrisons,Tesco,Hi Chew Watermelon,Hi-Chew Sweet & Sour Watermelon Chewy Sweets 50g
12120,2,one_sided,rose,Morrisons,Sains,Gallo Family Vineyards White Zinfandel Rose Wine,Gallo Family White Zinfandel Rosé Wine 75cl
12123,4,one_sided,rose,ASDA,Morrisons,B by Black Tower Rosé,The Beach Rose By Whispering Angel
12123,4,one_sided,rose,ASDA,Tesco,B by Black Tower Rosé,The Beach By Whispering Angel Rose 75Cl
12123,4,one_sided,rose,Morrisons,Sains,The Beach Rose By Whispering Angel,Whispering Angel Côtes de Provence Rosé 75cl
12123,4,one_sided,rose,Sains,Tesco,Whispering Angel Côtes de Provence Rosé 75cl,The Beach By Whispering Angel Rose 75Cl
12145,4,one_sided,sour,ASDA,Morrisons,Regal Candy Floss Strawberry Flavour,Paskesz Strawberry Sour Sticks
12145,4,one_sided,sour,ASDA,Sains,Regal Candy Floss Strawberry Flavour,Paskesz Sour Sticks Strawberry 50g
12145,4,one_sided,sour,Morrisons,Tesco,Paskesz Strawberry Sour Sticks,Candy Kittens Wild Strawberry Gourmet Sweets 54G
12145,4,one_sided,sour,Sains,Tesco,Paskesz Sour Sticks Strawberry 50g,Candy Kittens Wild Strawberry Gourmet Sweets 54G
12228,3,one_sided,reduced,ASDA,Morrisons,ASDA Delicious Reduced Fat Prawn Cocktail,Morrisons The Best Prawn Cocktail Sauce
12228,3,one_sided,reduced,ASDA,Tesco,ASDA Delicious Reduced Fat Prawn Cocktail,Tesco Finest Prawn Cocktail 170G
12368,4,one_sided,sour,ASDA,Morrisons,ASDA Cheesy Wiggles Multipack Snacks,Snack a Jacks Sour Cream & Chive Mu…
12368,4,one_sided,sour,ASDA,Sains,ASDA Cheesy Wiggles Multipack Snacks,Snack a Jacks Sour Cream & Chive Multipack Rice Cakes
12368,4,one_sided,sour,ASDA,Tesco,ASDA Cheesy Wiggles Multipack Snacks,Snack a Jacks Sour Cream & Chive Rice Cakes Multipack Snacks 5x19g
12374,4,one_sided,reduced,ASDA,Sains,ASDA Real Mayonnaise,Sainsbury's Reduced Fat Mayonnaise 480ml
12374,4,one_sided,reduced,Morrisons,Sains,Morrisons Mayonnaise Squeezy,Sainsbury's Reduced Fat Mayonnaise 480ml
12374,4,one_sided,reduced,Sains,Tesco,Sainsbury's Reduced Fat Mayonnaise 480ml,Tesco Mayonnaise 500Ml
12390,4,named_flavour_clash,salad vs ketchup,Morrisons,Sains,Heinz Salad Cream 30% Less Fat,Heinz Tomato Ketchup 700g
12390,4,named_flavour_clash,salad vs ketchup,Morrisons,Tesco,Heinz Salad Cream 30% Less Fat,Heinz Top Down Squeezy Tomato Ketchup Sauce 700G
12458,2,one_sided,reduced,Sains,Tesco,Sainsbury's Ready To Eat Custard 1kg,Tesco Reduced Fat Custard 1Kg
12516,3,one_sided,unsalted,Morrisons,Sains,Gama Roasted Monkey Nuts,"KP Roasted Peanuts, Unsalted 250g"
12516,3,one_sided,unsalted,Sains,Tesco,"KP Roasted Peanuts, Unsalted 250g",Kp Dry Roasted Peanuts 250G
12518,2,one_sided,reduced,Sains,Tesco,Princes Lean Corned Beef 200g,Princes Lean Corned Beef Reduced Fat 200G
12676,3,one_sided,sour,ASDA,Sains,Sharwood's Reduced Sugar Sweet & Sour Cooking Sauce,HP Reduced Salt Brown Sauce 450g
12676,3,one_sided,sour,ASDA,Tesco,Sharwood's Reduced Sugar Sweet & Sour Cooking Sauce,Hp Top Down Reduced Sugar & Salt Brown Sauce 450G
12680,4,one_sided,sour,ASDA,Morrisons,Kohinoor Savoury & Sour Lime Pickle,Sharwood's Lime Pickle
12680,4,one_sided,sour,ASDA,Sains,Kohinoor Savoury & Sour Lime Pickle,Patak's Lime Pickle 283g
12680,4,one_sided,sour,ASDA,Tesco,Kohinoor Savoury & Sour Lime Pickle,Pataks Lime Pickle Medium 283G
12693,4,one_sided,sour,ASDA,Morrisons,ASDA Soy & Garlic Stir Fry Sauce,Morrisons Sweet And Sour Stir Fry Sauce
12693,4,one_sided,sour,ASDA,Tesco,ASDA Soy & Garlic Stir Fry Sauce,Tesco Sweet & Sour Stir Fry Sauce 165g
12693,4,one_sided,sour,Morrisons,Sains,Morrisons Sweet And Sour Stir Fry Sauce,Sainsbury's Sweet Pepper Stir-In Pasta Sauce 150g
12693,4,one_sided,sour,Sains,Tesco,Sainsbury's Sweet Pepper Stir-In Pasta Sauce 150g,Tesco Sweet & Sour Stir Fry Sauce 165g
12699,3,one_sided,smoky,ASDA,Sains,Newman's Own Mayonnaise Smoky Onion,Newman's Own Sticky BBQ Marinade 250ml
12699,3,one_sided,smoky,Sains,Tesco,Newman's Own Sticky BBQ Marinade 250ml,Newman's Own Smoky Onion Mayonnaise 280Ml
12746,3,one_sided,smoky,ASDA,Sains,Oxo Smoky BBQ Marinade Sauce,Bull's-Eye Original BBQ Sauce 300ml
12746,3,one_sided,smoky,ASDA,Tesco,Oxo Smoky BBQ Marinade Sauce,Bull's-Eye Bbq Sauce Original 300Ml
12764,3,one_sided,sour,Morrisons,Sains,Healthy Boy Brand Thick Oyster Sauce,Bens Original Sweet and Sour Sauce 675g
12764,3,one_sided,sour,Morrisons,Tesco,Healthy Boy Brand Thick Oyster Sauce,Bens Original Sweet & Sour Sauce 675G
12794,3,one_sided,sour,ASDA,Sains,Cape Herb & Spice Sriracha Chilli Sweet & Sour Hot Thai Seasoning,Properchips Sweet Sriracha Chilli Lentil Chips 85g
12794,3,one_sided,sour,ASDA,Tesco,Cape Herb & Spice Sriracha Chilli Sweet & Sour Hot Thai Seasoning,Proper Chips 85G Sweet Sriracha Chilli
12897,2,one_sided,smoky,Sains,Tesco,Gran Luchito Mexico Super Smoky Chipotle Salsa 300g,Gran Luchito Chipotle Salsa 300G
12906,4,one_sided,smoky,ASDA,Sains,Homepride Chilli Cooking Sauce,Homepride American Texan Chilli Smoky BBQ Cooking Sauce 500g
12906,4,one_sided,smoky,Morrisons,Sains,Homepride Family Favourite Chilli,Homepride American Texan Chilli Smoky BBQ Cooking Sauce 500g
12906,4,one_sided,smoky,Sains,Tesco,Homepride American Texan Chilli Smoky BBQ Cooking Sauce 500g,Homepride Chilli Cooking Sauce 485G
12939,3,one_sided,sour,ASDA,Sains,Kohinoor Savoury & Sour Mixed Pickle,Kohinoor Dal Tarka 300g
12939,3,one_sided,sour,ASDA,Tesco,Kohinoor Savoury & Sour Mixed Pickle,Kohinoor Dal Tarka 300G
12973,3,one_sided,sour,Morrisons,Sains,Warheads Sour Jelly Beans,Haribo Halal Happy Peaches Bag 100g
12973,3,one_sided,sour,Morrisons,Tesco,Warheads Sour Jelly Beans,Haribo Halal Happy Peaches 100G
13134,4,one_sided,smoky,ASDA,Sains,Fridge Raiders Meat-Free Slow Roasted Tasty Bites 60g,Fridge Raiders Meat-Free Smoky BBQ Tasty Bites 60g
13134,4,one_sided,smoky,Morrisons,Sains,Fridge Raiders Slow Roast,Fridge Raiders Meat-Free Smoky BBQ Tasty Bites 60g
13134,4,one_sided,smoky,Sains,Tesco,Fridge Raiders Meat-Free Smoky BBQ Tasty Bites 60g,Fridge Raiders Meat Free Slow Roasted Tasty Bites 60G
13202,4,one_sided,sour,ASDA,Morrisons,ASDA Sweet & Sour Micro Rice,Thai Taste Thai Massaman Curry
13202,4,one_sided,sour,Morrisons,Sains,Thai Taste Thai Massaman Curry,Lee Kum Kee Sweet & Sour Sauce 240g
13202,4,one_sided,sour,Morrisons,Tesco,Thai Taste Thai Massaman Curry,Lee Kum Kee Sweet & Sour Sauce 240g
13287,4,one_sided,rose,ASDA,Morrisons,ASDA Extra Special Prosecco Rosé Brut,Morrisons The Best Prosecco Rose DOC
13287,4,one_sided,rose,ASDA,Sains,ASDA Extra Special Prosecco Rosé Brut,"Sainsbury's Prosecco Rose, Taste the Difference 75cl"
13287,4,one_sided,rose,ASDA,Tesco,ASDA Extra Special Prosecco Rosé Brut,Tesco Finest Prosecco Rose 75Cl
13361,3,one_sided,sour,ASDA,Sains,Sourz The Original Blackcurrant Sweet & Sour Spirit Drink 70cl,Robinsons Double Strength Blackcurrant Fruit Squash 750ml
13361,3,one_sided,sour,ASDA,Tesco,Sourz The Original Blackcurrant Sweet & Sour Spirit Drink 70cl,Robinsons Double Strength Blackcurrant No Added Sugar Squash 750ml
13362,4,one_sided,sour,ASDA,Morrisons,Lipton Raspberry Ice Tea,Slix Eco Sour Raspberry 20mg
13362,4,one_sided,sour,Morrisons,Sains,Slix Eco Sour Raspberry 20mg,Dash British Sparkling Spring Water Infused with Raspberry 4 x 330ml
13362,4,one_sided,sour,Morrisons,Tesco,Slix Eco Sour Raspberry 20mg,Dash Raspberry Infused Sparkling Water 4X330ml
13374,4,one_sided,rose,ASDA,Morrisons,Liquid Diamond Prosecco D.O.C. Rosé & Glass,I Heart Prosecco Rose
13374,4,one_sided,rose,ASDA,Sains,Liquid Diamond Prosecco D.O.C. Rosé & Glass,I Heart Prosecco Rose 75cl
13374,4,one_sided,rose,ASDA,Tesco,Liquid Diamond Prosecco D.O.C. Rosé & Glass,I Heart Prosecco Rose 75Cl
13430,4,one_sided,rose,ASDA,Sains,Rose Clear Rose Clear 3 in 1 Action 800ml,Lanson Le Rosé 75cl
13430,4,one_sided,rose,Morrisons,Sains,Arc De Soleil Rose,Lanson Le Rosé 75cl
13430,4,one_sided,rose,Sains,Tesco,Lanson Le Rosé 75cl,Lanson Le Rose Brut 75Cl
13451,4,one_sided,rose,ASDA,Morrisons,The Wanted Zin Zinfandel Rosé,The Pale Rose
13451,4,one_sided,rose,ASDA,Tesco,The Wanted Zin Zinfandel Rosé,Veuve Clicquot Brut Rose Champagne 75Cl
13451,4,one_sided,rose,Morrisons,Sains,The Pale Rose,Veuve Clicquot Rosé Non Vintage Champagne 75cl
13451,4,one_sided,rose,Sains,Tesco,Veuve Clicquot Rosé Non Vintage Champagne 75cl,Veuve Clicquot Brut Rose Champagne 75Cl
13578,4,one_sided,rose,ASDA,Sains,Frozen Rose Prosecco D.O.C Rosé 75cl,Della Vite Prosecco D.O.C Treviso Rosé 75cl
13578,4,one_sided,rose,Morrisons,Sains,(VMD) Morrisons The Best Prosecco Rose DOC,Della Vite Prosecco D.O.C Treviso Rosé 75cl
13578,4,one_sided,rose,Sains,Tesco,Della Vite Prosecco D.O.C Treviso Rosé 75cl,Canti Prosecco Rose 75Cl
13579,3,one_sided,sour,Morrisons,Sains,Tails Cocktails Whisky Sour,Tails Cocktails Espresso Martini Cocktail Premixed Vodka Cocktail 50cl
13579,3,one_sided,sour,Morrisons,Tesco,Tails Cocktails Whisky Sour,Tails Cocktails Espresso Martini Cocktail 500Ml
13592,3,one_sided,sour,Morrisons,Sains,Vault City Triple Fruited Mango (abv 6.2%),Vault City Triple Fruited Mango Modern Sour Beer 440ml
13592,3,one_sided,sour,Morrisons,Tesco,Vault City Triple Fruited Mango (abv 6.2%),Vault City Triple Fruited Mango Sour Beer 440Ml
13593,2,one_sided,rose,Sains,Tesco,Freixenet Italian Rosé 18.7cl,Freixenet Italian Rose 20Cl
13656,4,named_flavour_clash,lasagne vs arrabbiata,Morrisons,Tesco,Morrisons Italian Vegetable Lasagne,Tesco Arrabbiata Sauce 350G
13718,4,one_sided,reduced,ASDA,Morrisons,ASDA Reduced Fat Potato Salad,Morrisons Potato Salad
13718,4,one_sided,reduced,ASDA,Sains,ASDA Reduced Fat Potato Salad,Sainsbury's Rich Potato Salad 300g
13718,4,one_sided,reduced,ASDA,Tesco,ASDA Reduced Fat Potato Salad,Tesco Potato Salad 300g
14060,4,named_flavour_clash,salad vs bolognese,ASDA,Morrisons,ASDA Aromatic Mixed Grain Salad,Little Dish Pasta Bolognese Kids Meal
14060,4,named_flavour_clash,salad vs pesto,ASDA,Tesco,ASDA Aromatic Mixed Grain Salad,Tesco Pesto Pasta 200G
14060,4,named_flavour_clash,"bolognese vs pesto,salad",Morrisons,Sains,Little Dish Pasta Bolognese Kids Meal,Sainsbury's Pesto Pasta Salad
14060,4,named_flavour_clash,bolognese vs pesto,Morrisons,Tesco,Little Dish Pasta Bolognese Kids Meal,Tesco Pesto Pasta 200G
14097,4,one_sided,sour,ASDA,Morrisons,ASDA Takeaway for One Chicken Curry & Sweet & Sour,Morrisons Takeaway Salt & Pepper Chicken Thigh Bites
14097,4,one_sided,sour,ASDA,Sains,ASDA Takeaway for One Chicken Curry & Sweet & Sour,Sainsbury's Takeaway Fully Loaded BBQ Chicken Pizza 563g
14097,4,one_sided,sour,ASDA,Tesco,ASDA Takeaway for One Chicken Curry & Sweet & Sour,Tesco Takeaway Bbq Chicken Pizza 509G
14140,4,one_sided,smoky,ASDA,Morrisons,ASDA Smoky Loaded Mexican Chicken Mini Fillets,Morrisons 2 Breaded Chicken Fillets
14140,4,one_sided,smoky,ASDA,Sains,ASDA Smoky Loaded Mexican Chicken Mini Fillets,Sainsbury's Breaded Fresh British Chicken Breast Fillets x2 350g
14140,4,one_sided,smoky,ASDA,Tesco,ASDA Smoky Loaded Mexican Chicken Mini Fillets,Tesco 2 Breaded Chicken Breast Fillets 350G
14160,4,one_sided,reduced,ASDA,Morrisons,ASDA Flavourful 8 Reduced Fat Pork Sausages,Morrisons 6 Fresh Bake Pork Sausage Rolls
14160,4,one_sided,reduced,ASDA,Sains,ASDA Flavourful 8 Reduced Fat Pork Sausages,Wall's Thick Pork Sausages x8 410g
14160,4,one_sided,reduced,ASDA,Tesco,ASDA Flavourful 8 Reduced Fat Pork Sausages,Walls 8 Thick Pork Sausages 410G
14309,4,one_sided,sour,ASDA,Morrisons,ASDA Egg Hunt Box 360g,Sour Patch Kids Sweets Box
14309,4,one_sided,sour,Morrisons,Sains,Sour Patch Kids Sweets Box,Cadbury Dairy Milk Easter Egg Hunt 317g
14309,4,one_sided,sour,Morrisons,Tesco,Sour Patch Kids Sweets Box,Cadbury Dairy Milk Easter Egg Hunt 317G
14313,4,one_sided,rose,ASDA,Morrisons,Porta 6 IG Lisboa Rosé,Mirabeau Forever Summer Rose
14313,4,one_sided,rose,ASDA,Tesco,Porta 6 IG Lisboa Rosé,Mirabeau Belle Annee Rose 75Cl
14313,4,one_sided,rose,Morrisons,Sains,Mirabeau Forever Summer Rose,Mirabeau Etoile Rosé 75cl
14313,4,one_sided,rose,Sains,Tesco,Mirabeau Etoile Rosé 75cl,Mirabeau Belle Annee Rose 75Cl
14362,4,one_sided,unsalted,ASDA,Sains,ASDA Side for Two Thin Cut Fries 250g,Isigny Unsalted Churned Butter 250g
14362,4,one_sided,unsalted,ASDA,Tesco,ASDA Side for Two Thin Cut Fries 250g,Président French Unsalted Block Butter 250g
14362,4,one_sided,unsalted,Morrisons,Sains,Morrisons French Fries,Isigny Unsalted Churned Butter 250g
14362,4,one_sided,unsalted,Morrisons,Tesco,Morrisons French Fries,Président French Unsalted Block Butter 250g
14365,3,one_sided,rose,ASDA,Tesco,ASDA Garden Plastic Watering Can Rose,Strongbow Rosé Cider Can 4x440ml
14365,3,one_sided,rose,Sains,Tesco,Strongbow Rose Cider 4x440ml,Strongbow Rosé Cider Can 4x440ml
14497,3,one_sided,decaf,ASDA,Tesco,Illy Espresso Roast Ground Coffee,Illy Espresso Decaffeinated Ground Coffee 250G
14497,3,one_sided,decaf,Sains,Tesco,illy Espresso Roasted Coffee Beans 250g,Illy Espresso Decaffeinated Ground Coffee 250G
14498,3,one_sided,decaf,ASDA,Morrisons,L'OR Decafeine Instant Coffee,L'OR Decaff Instant Coffee
14498,3,one_sided,decaf,Morrisons,Tesco,L'OR Decaff Instant Coffee,L'or. Intense Instant Coffee 150G
14500,3,named_flavour_clash,intenso vs americano,ASDA,Morrisons,Nescafe Azera Intenso Instant Coffee,Nescafe Azera Americano Decaff
14500,3,named_flavour_clash,intenso vs americano,ASDA,Tesco,Nescafe Azera Intenso Instant Coffee,Nescafe Azera Americano Decaff Instant Coffee 90g
14514,3,one_sided,decaf,ASDA,Morrisons,Nescafe Dolce Gusto Cafe au Lait Decaffeinated Coffee Pods,Nescafe Dolce Gusto Cafe Au Lait…
14514,3,one_sided,decaf,Morrisons,Tesco,Nescafe Dolce Gusto Cafe Au Lait…,Nescafe Dolce Gusto Café Au Lait Decaff Coffee Pods x16 160g
14762,4,one_sided,sour,ASDA,Morrisons,Weight Watchers from Heinz Chicken Sweet & Sour Frozen Ready Meal,Weight Watchers from Heinz Chicken & Le…
14762,4,one_sided,sour,Morrisons,Sains,Weight Watchers from Heinz Chicken & Le…,Weight Watchers Sweet & Sour Chicken Ready Meal 320g
14762,4,one_sided,sour,Morrisons,Tesco,Weight Watchers from Heinz Chicken & Le…,Weight Watchers Sweet & Sour Chicken 320G
14939,2,one_sided,smoky,ASDA,Morrisons,Schwartz Perfect Shake Cajun Seasoning,Schwartz Perfect Shake Smoky…
14961,2,one_sided,unsalted,ASDA,Morrisons,Flora Plant Butter Unsalted Block 200g,Flora Plant Butter
15156,2,one_sided,sour,ASDA,Sains,Chupa Chups 10 Sour Assorted Flavour Lollipops 120g,Chupa Chups the Best Assorted Flavour Lollipops x10 120g
15186,4,one_sided,unsalted,ASDA,Morrisons,Grace Sweet Plantain Chips,Grace Sweet Plantain Chips Unsalted
15186,4,one_sided,unsalted,ASDA,Tesco,Grace Sweet Plantain Chips,Grace Sweet Ripe Plantain Chips Unsalted 85G
15186,4,one_sided,unsalted,Morrisons,Sains,Grace Sweet Plantain Chips Unsalted,Grace Sweet Plantain Chips 85g
15186,4,one_sided,unsalted,Sains,Tesco,Grace Sweet Plantain Chips 85g,Grace Sweet Ripe Plantain Chips Unsalted 85G
15381,4,one_sided,reduced,Morrisons,Sains,Morrisons 30% Reduced Fat Red Pepper Houmous,Sainsbury's Roasted Red Pepper Houmous 200g
15381,4,one_sided,reduced,Morrisons,Tesco,Morrisons 30% Reduced Fat Red Pepper Houmous,Tesco Houmous 200G
15381,4,one_sided,reduced,Morrisons,ASDA,Morrisons 30% Reduced Fat Red Pepper Houmous,ASDA Red Pepper
15385,3,one_sided,reduced,Morrisons,Tesco,Morrisons Savers Houmous,Eastman's Reduced Fat Houmous 200G
15385,3,one_sided,reduced,Sains,Tesco,Stamford Street Co. Houmous 200g,Eastman's Reduced Fat Houmous 200G
15402,4,one_sided,smoky,ASDA,Sains,ASDA Spicy Chorizo,Chorizo Puchero Picante Smoky & Spicey 110g
15402,4,one_sided,smoky,Morrisons,Sains,Morrisons Spicy Chorizo,Chorizo Puchero Picante Smoky & Spicey 110g
15402,4,one_sided,smoky,Sains,Tesco,Chorizo Puchero Picante Smoky & Spicey 110g,Noel El Cierzo Chorizo De Aragon 100G
15403,4,one_sided,reduced,ASDA,Tesco,ASDA Pork Cocktail Sausages,Tesco 8 Reduced Fat Pork Sausages 454G
15403,4,one_sided,reduced,Morrisons,Tesco,Morrisons 40 Pork Cocktail Sausages,Tesco 8 Reduced Fat Pork Sausages 454G
15403,4,one_sided,reduced,Sains,Tesco,Sainsbury's Pork Cocktail Sausages 350g,Tesco 8 Reduced Fat Pork Sausages 454G
15457,2,one_sided,decaf,Morrisons,Tesco,Cafe Direct Machu Picchu Ground Coffee,Cafedirect Machu Picchu Fairtrade Decaffeinated Ground Coffee 200g
15540,3,one_sided,decaf,ASDA,Sains,L'OR Artiste Delicato Instant Coffee,L'OR Decaffeinated Instant Coffee 100g
15540,3,one_sided,decaf,Morrisons,Sains,L'OR Intense Instant Coffee,L'OR Decaffeinated Instant Coffee 100g
15936,2,one_sided,decaf,ASDA,Sains,Nescafé Original Decaff Instant Coffee,Nescafé Original Instant Coffee 300g
16062,2,one_sided,sour,Morrisons,Sains,Sharwood's Cooking Sauc…,Sharwood's Sweet & Sour Cooking Sauce 425g
16231,3,one_sided,sour,ASDA,Morrisons,Doritos Dippers Hint of Paprika Sharing Tortilla Chips Crisps 230g,Doritos Dippers Hint Of Sour Cr…
16231,3,one_sided,sour,Sains,Morrisons,Doritos Dippers Hint of Paprika Sharing Tortilla Chips 230g,Doritos Dippers Hint Of Sour Cr…
16242,2,one_sided,decaf,ASDA,Sains,Taylors of Harrogate Decaffé Beans Roast Coffee 200g,Taylors of Harrogate Rich Italian Beans Roast Coffee 200g
16273,2,one_sided,smoky,Sains,Tesco,Fridge Raiders Smoky BBQ Chicken Snack Bites 3x22.5g,Fridge Raiders Katsu Curry Chicken Bites 70G
16368,3,one_sided,decaf,ASDA,Sains,Taylors of Harrogate Decaffé Coffee Bags 10 Enveloped Bags,Taylors of Harrogate Decaffe Coffee Bags x10
16368,3,one_sided,decaf,Morrisons,Sains,Taylors of Harrogate Decaff Coffee Bags 10s,Taylors of Harrogate Decaffe Coffee Bags x10
16546,2,one_sided,reduced,Sains,Tesco,Sainsbury's Lighter Mature Cheese Slices 240g,Tesco 30% Reduced Fat Mature Cheese Slices 250G
16805,3,one_sided,reduced,ASDA,Morrisons,ASDA Reduced Fat Rice Pudding,Morrisons Sharing Bread & Butter Pudding
16805,3,one_sided,reduced,Tesco,Morrisons,Tesco Reduced Fat Rice Pudding 400G,Morrisons Sharing Bread & Butter Pudding
16868,4,one_sided,reduced,ASDA,Morrisons,ASDA 2 Garlic & Herb Baguettes,Morrisons Reduced Fat Garlic Baguettes
16868,4,one_sided,reduced,Morrisons,Tesco,Morrisons Reduced Fat Garlic Baguettes,Tesco 2 Garlic Baguettes 410g
16868,4,one_sided,reduced,Morrisons,Sains,Morrisons Reduced Fat Garlic Baguettes,Sainsbury's Garlic x4
16936,3,one_sided,reduced,ASDA,Morrisons,ASDA 30% Less Fat Sour Cream & Chive Dip,Morrisons Reduced Fat Soured Cream & Chive Dip
16936,3,one_sided,reduced,Tesco,Morrisons,Tesco Sour Cream & Chive Dip 200G,Morrisons Reduced Fat Soured Cream & Chive Dip
16945,4,one_sided,reduced,ASDA,Sains,Sharwood's 30% Less Fat Korma Curry Sauce,Sharwood's Korma Reduced Fat Curry Sauce 420g
16945,4,one_sided,reduced,Morrisons,Sains,Sharwood's Korma Mild Curry Sauce,Sharwood's Korma Reduced Fat Curry Sauce 420g
16945,4,one_sided,reduced,Sains,Tesco,Sharwood's Korma Reduced Fat Curry Sauce 420g,Sharwoods Korma Sauce 420G
16946,3,one_sided,reduced,ASDA,Tesco,Sharwood's Tikka Masala Reduced Fat Curry Sauce,Sharwoods Tikka Masala 30% Less Fat Cooking Sauce 420G
16946,3,one_sided,reduced,Sains,Tesco,Sharwood's Tikka Masala Reduced Fat Curry Sauce 420g,Sharwoods Tikka Masala 30% Less Fat Cooking Sauce 420G
17134,4,one_sided,sour,Sains,Morrisons,Sainsbury's Sweet & Sour Chicken Ready Meal For 2 400g,Morrisons Chicken & Mus…
17134,4,one_sided,sour,Tesco,Morrisons,Tesco Sweet And Sour Chicken 400G,Morrisons Chicken & Mus…
17134,4,one_sided,sour,ASDA,Morrisons,ASDA Meal For One Sweet & Sour Chicken with Egg Fried Rice 400g,Morrisons Chicken & Mus…
17239,2,one_sided,smoky,Sains,Tesco,Fridge Raiders Slow Roasted Chicken Bites Meal Deal 45g,Fridge Raiders Smoky BBQ Chicken Bites 45g
